Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Glass
appliedenergistics2:facade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Melon
appliedenergistics2:facade:0, Cable Facade - Mycelium
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Terracotta
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Hay Bale
appliedenergistics2:facade:0, Cable Facade - Terracotta
appliedenergistics2:facade:0, Cable Facade - Block of Coal
appliedenergistics2:facade:0, Cable Facade - Packed Ice
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Pillar
appliedenergistics2:facade:0, Cable Facade - End Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Magma Block
appliedenergistics2:facade:0, Cable Facade - Nether Wart Block
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Observer
appliedenergistics2:facade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - White Concrete
appliedenergistics2:facade:0, Cable Facade - Orange Concrete
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete
appliedenergistics2:facade:0, Cable Facade - Lime Concrete
appliedenergistics2:facade:0, Cable Facade - Pink Concrete
appliedenergistics2:facade:0, Cable Facade - Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete
appliedenergistics2:facade:0, Cable Facade - Purple Concrete
appliedenergistics2:facade:0, Cable Facade - Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Brown Concrete
appliedenergistics2:facade:0, Cable Facade - Green Concrete
appliedenergistics2:facade:0, Cable Facade - Red Concrete
appliedenergistics2:facade:0, Cable Facade - Black Concrete
appliedenergistics2:facade:0, Cable Facade - White Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Orange Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Lime Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Pink Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Purple Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Brown Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Green Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Red Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Black Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Ender Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Draconium Block
appliedenergistics2:facade:0, Cable Facade - Charged Draconium Block
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Block
appliedenergistics2:facade:0, Cable Facade - Draconium Infused Obsidian
appliedenergistics2:facade:0, Cable Facade - Dislocation Normalization Field Projector
appliedenergistics2:facade:0, Cable Facade - Gelid Euphemium
appliedenergistics2:facade:0, Cable Facade - Unstable Euphemium Schrabide Block
appliedenergistics2:facade:0, Cable Facade - Dark Crystal
appliedenergistics2:facade:0, Cable Facade - Hardened Dark Crystal
appliedenergistics2:facade:0, Cable Facade - Pulsating Crystal
appliedenergistics2:facade:0, Cable Facade - Asphalt
appliedenergistics2:facade:0, Cable Facade - Reinforced Stone
appliedenergistics2:facade:0, Cable Facade - Reinforced Glass
appliedenergistics2:facade:0, Cable Facade - Reinforced Glowstone
appliedenergistics2:facade:0, Cable Facade - Reinforced Sandstone
appliedenergistics2:facade:0, Cable Facade - Reinforced Lamp
appliedenergistics2:facade:0, Cable Facade - Reinforced Lamp
appliedenergistics2:facade:0, Cable Facade - Dense Stone
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Rebar Reinforced Concrete Pillar
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Schrabidium Ore
appliedenergistics2:facade:0, Cable Facade - Burning Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Smoldering Netherrack
appliedenergistics2:facade:0, Cable Facade - Nether Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Nether Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Schrabidium Ore
appliedenergistics2:facade:0, Cable Facade - Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Niter Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Fluorite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Beryllium Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Ore
appliedenergistics2:facade:0, Cable Facade - Asbestos Ore
appliedenergistics2:facade:0, Cable Facade - Rare Earth Ore
appliedenergistics2:facade:0, Cable Facade - Nether Plutonium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Nether Phosphorus Ore
appliedenergistics2:facade:0, Cable Facade - Oily Coal Ore
appliedenergistics2:facade:0, Cable Facade - Burning Oily Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oil Deposit
appliedenergistics2:facade:0, Cable Facade - Empty Oil Deposit
appliedenergistics2:facade:0, Cable Facade - Tar Sand
appliedenergistics2:facade:0, Cable Facade - Meteor Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Meteor Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Meteor Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Meteor Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Meteor Copper Ore
appliedenergistics2:facade:0, Cable Facade - Meteor Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Meteor Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Meteor Lead Ore
appliedenergistics2:facade:0, Cable Facade - Meteor Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Graphitic Schist
appliedenergistics2:facade:0, Cable Facade - Schist Iron Ore
appliedenergistics2:facade:0, Cable Facade - Schist Gold Ore
appliedenergistics2:facade:0, Cable Facade - Schist Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Schist Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Schist Copper Ore
appliedenergistics2:facade:0, Cable Facade - Schist Asbestos Ore
appliedenergistics2:facade:0, Cable Facade - Schist Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Schist Schrabidium Ore
appliedenergistics2:facade:0, Cable Facade - Schist Rare Earth Ore
appliedenergistics2:facade:0, Cable Facade - Gas Shale
appliedenergistics2:facade:0, Cable Facade - Trixite
appliedenergistics2:facade:0, Cable Facade - Meteorite Block
appliedenergistics2:facade:0, Cable Facade - Meteorite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Broken Meteorite Block
appliedenergistics2:facade:0, Cable Facade - Hot Meteorite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Meteorite Treasure Block
appliedenergistics2:facade:0, Cable Facade - Polished Meteor Block
appliedenergistics2:facade:0, Cable Facade - Meteor Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Meteor Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Meteor Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Meteor Bricks
appliedenergistics2:facade:0, Cable Facade - Meteor Pillar
appliedenergistics2:facade:0, Cable Facade - Starmetal Static Electricity Generator
appliedenergistics2:facade:0, Cable Facade - Enargite Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Enargite Bricks
appliedenergistics2:facade:0, Cable Facade - Magmatic Enargite Bricks
appliedenergistics2:facade:0, Cable Facade - Radioactive Enargite Bricks
appliedenergistics2:facade:0, Cable Facade - Arcane Enargite Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:facade:0, Cable Facade - Mechanist's Circle
appliedenergistics2:facade:0, Cable Facade - Berzelianite Bricks
appliedenergistics2:facade:0, Cable Facade - Berzelianite Block
appliedenergistics2:facade:0, Cable Facade - Berzelianite Tile
appliedenergistics2:facade:0, Cable Facade - Berzelianite Cirlce
appliedenergistics2:facade:0, Cable Facade - Block of Niter
appliedenergistics2:facade:0, Cable Facade - Block of Sulfur
appliedenergistics2:facade:0, Cable Facade - Block of Thorium
appliedenergistics2:facade:0, Cable Facade - Block of Thorium Fuel
appliedenergistics2:facade:0, Cable Facade - Block of Neptunium
appliedenergistics2:facade:0, Cable Facade - Block of Polonium
appliedenergistics2:facade:0, Cable Facade - Block of MOX Fuel
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium
appliedenergistics2:facade:0, Cable Facade - Block of Pu238
appliedenergistics2:facade:0, Cable Facade - Block of Pu239
appliedenergistics2:facade:0, Cable Facade - Block of Pu240
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium Fuel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of U233
appliedenergistics2:facade:0, Cable Facade - Block of U235
appliedenergistics2:facade:0, Cable Facade - Block of U238
appliedenergistics2:facade:0, Cable Facade - Block of Uranium Fuel
appliedenergistics2:facade:0, Cable Facade - Block of Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Red Copper
appliedenergistics2:facade:0, Cable Facade - Block of Advanced Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Fluorite
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Trinitite
appliedenergistics2:facade:0, Cable Facade - Block of Beryllium
appliedenergistics2:facade:0, Cable Facade - Block of Schraranium
appliedenergistics2:facade:0, Cable Facade - Block of Schrabidium
appliedenergistics2:facade:0, Cable Facade - Block of Ferric Schrabidate
appliedenergistics2:facade:0, Cable Facade - Block of Solinium
appliedenergistics2:facade:0, Cable Facade - Block of Schrabidium Fuel
appliedenergistics2:facade:0, Cable Facade - Block of Euphemium
appliedenergistics2:facade:0, Cable Facade - Block of Dineutronium
appliedenergistics2:facade:0, Cable Facade - Schrabidium Cluster
appliedenergistics2:facade:0, Cable Facade - Euphemium-Etched Schrabidium Cluster
appliedenergistics2:facade:0, Cable Facade - Block of CMB Steel
appliedenergistics2:facade:0, Cable Facade - Block of Magnetized Tungsten
appliedenergistics2:facade:0, Cable Facade - Reinforced Block of Desh
appliedenergistics2:facade:0, Cable Facade - Reinforced Block of High-Speed Steel
